kjopt_produkt,antall_likes_av_kattebilder,lengde_kundeforhold,antall_andre_produkter_kjopt,antall_nyhetsbrev_klikket,antall_annonser_klikket,dager_siden_siste_innlogging,antall_samtykker_gitt,personer_i_husstanden,alder,avstand_til_Butikken_utsalgssted
0,1.609304626889812,2.604810444067864,-1.637228154953669,1.2341159687797356,-1.2068754679086071,-3.214257366894467,-0.3215246624868291,-0.1991535265211937,-1.2264737212162016,0.9999993881669512
0,1.7071648735978875,-2.896351204770598,0.17267187545704732,2.448989310677301,-0.8581532367508782,-1.0661805595167633,2.473702824366879,-0.04002181028731059,-0.41214969226957177,0.9999998920739189
1,-2.8184481792065847,-3.2713150663274737,1.0765649882902952,1.004944065099076,0.3362409563117994,2.446787607905449,-2.518024142781326,-1.1406966766681361,,0.9999994406248828
1,0.25862760113120387,-0.4878510099239144,-1.4142348589278522,1.8098746669933647,2.1959722211932036,-1.2317534120570066,-0.2934661791395594,-1.6525111595734232,0.08954022237204552,0.9999997337213599
1,-2.232959308797497,-1.2697075789022731,-1.0285392222987855,3.0077424839793196,1.9592930237477102,1.5948758819846098,0.9515015795309323,-0.9815970840992084,0.39050386331000064,0.9999982976068338
1,3.136648597210064,2.104994123208167,0.05552680490499007,-2.014344217338925,-0.6116626423459943,-0.8881860252473261,1.9053018693427948,-1.0201558345544164,-1.0048233751269797,1.000001198270568
1,1.0202172252886743,0.39518783144915426,0.12953155389396842,-0.502115461161675,-1.4622965322118404,1.6141573093773665,-1.0564086958093948,0.2822782629868543,,1.0000000916205958
1,-0.792838737908671,-0.15038977746649262,-0.7020239116937839,-1.4873133499379132,-0.6905620386116049,2.0576193930816613,2.3710226101657748,2.018076114708836,-0.9810127753155212,1.0000025805282076
1,-0.32476122857415546,0.21047665915513436,0.5170410702649524,-2.045140239459129,-0.4036138905295016,-0.7089768927822708,1.1469901333735582,0.6549473667752451,-0.5252504783875824,0.9999983629098439
1,-0.9421048599475632,-2.0125786482838617,-0.6471838641826966,2.911532625257069,-0.620175867874668,1.3351038764263423,2.9106339089552566,0.5309139810338552,0.975201630793442,0.9999985884339699
0,0.43327279027616894,-1.5809093797261902,-2.0669633593155563,1.2258970347499845,0.2946533034560983,-1.341384908237833,0.7114683451954178,0.2033759529277084,-0.6365473815996248,0.9999985944880209
0,-0.1982499670773583,4.56173530966946,0.5937223682749948,-2.5033387613112548,-1.9741586865009766,-1.7511794946505013,-1.8347000572869652,0.09183320287537278,-0.8224601329425091,0.9999993687191424
1,-0.022101334611386303,0.5821579096821841,-0.18304457206775804,-2.047442266816387,0.2712137375750501,-1.459649591514797,0.9908113674758149,-0.6576300494284287,0.21227097189709052,0.9999989118721693
1,-0.9904867742489982,-0.5955324973241688,1.6862085385681387,0.3963043491960093,-0.21745021955982757,0.8515421012059347,-1.13858779204923,-2.279034933853384,-1.785870440772702,0.9999997442355709
1,1.2914412467244647,0.4199676517742077,-1.242037089831514,-0.37965217437041265,-0.7263224201519822,-0.9142563545978972,1.7604462667754337,-2.216615804703464,1.117523514888297,0.9999999728359709
1,-2.3989505431916616,-1.1869153277170001,-1.3926817668149967,1.1154422634475134,0.22317853169453528,2.2391795453035326,3.828423111293866,-0.617592345743351,3.1327617683284084,0.9999999652850181
1,-1.266716867097231,-0.8476840398940485,0.6161197275800385,0.6638368364590957,-0.33275626391060986,0.07789635057182476,-0.9845704596145439,99.89495576796841,-1.3936993815549985,1.0000005221597923
1,-1.7495150442242569,-1.0542635128081734,0.7904047155003995,-1.6151115340761328,-0.37768968180424745,-1.168237485039143,-0.07209299746030662,0.29349749845116196,-0.35077761147672687,1.0000005817712285
0,1.1643530874911354,2.6636230309109488,1.1917581112070668,-0.4312197868039337,-0.5723331336762992,-0.9405394006507656,0.217537201354416,100.10911964829373,,0.9999986578960227
1,-1.8845399999773909,-1.121541336855815,-0.8636835364941925,1.22651732069504,0.8694016547788416,0.10583958821481365,0.758573370350153,0.6258558656673889,1.7643775016579615,1.0000006237109145
1,0.5407826234842559,0.7093880203334977,-1.1089530930868117,-0.24993338039659663,-0.2500730555874233,-1.059380495448016,0.9021064922628805,-0.392658769076201,2.227148252771165,1.0000004110450742
0,2.6447542416720538,-1.8878739966478983,-2.101710697548979,2.2871618908375027,0.3362637143086471,-2.3836309522951167,1.2242521697490987,-0.2902714637510907,0.368492317015197,0.9999986857290533
0,2.4973741715337487,1.9649127140479976,1.144426006969082,-0.1222691114219231,-0.691896787596721,1.3657105266256981,2.35153568924298,1.780509094597764,-1.2229433569684953,1.000000422690397
1,2.827890269613997,2.3083766677117334,2.782844606290405,0.5907735809035031,-2.4313872403073225,2.913121347651589,1.3769565464326483,1.1451921579084632,0.017225463243512675,1.000002739368332
1,-0.447404914496384,-0.2661125304317852,-2.5148707868623967,1.8940327587655412,1.9382988155522411,-0.5683169244428958,1.3228657771876229,1.467564324006009,,1.0000002461273618
1,-2.1130458652039787,-0.5607149132494098,-1.8212467300290713,0.8525799129428372,0.9573588065224468,3.0497124555501482,-0.0053609772344997975,0.17977784348387138,1.6673396496446733,1.000000526658764
0,0.4615978780664586,-0.38444138293349406,1.0795867376282877,-2.8754247675427687,-1.2272216933327336,-2.8254766681257704,-0.004950278349281412,-0.03700934650482095,,1.0000006599737903
0,-1.5406150316816483,0.6381134025235191,0.035742494973091565,2.540772557086072,2.609906423495447,0.40054724765625616,-1.0812252287531958,-1.0782463256576336,0.43460804968629135,0.9999988858199979
0,-1.2127194918387847,0.31063994279211005,0.4439080851592798,0.669791122300408,1.7689198536295363,0.5984811258391776,0.27452791474030414,-2.251258606944115,1.2179217936640496,0.9999980275397851
0,1.9811273706893628,3.756820602157347,1.9948913331086264,-1.652375424022009,-2.1739109858127277,0.37313170631252945,1.0089888433202527,-0.7447476722399307,0.6315345614335123,0.9999999680841478
0,0.027381357209653068,-4.5699655099475756,2.235447010911835,0.04911832523914639,-0.9813744208521675,0.45169370958884714,3.889777495486408,-0.6046295693744108,0.09675803182409393,0.9999987966111877
1,-2.464383100403759,0.5161566510299329,0.8724326058849594,0.06210838164621557,0.21395001870534702,0.4864040287079523,1.5184359908587228,-0.4458775510394349,,0.9999986118436043
1,-0.5874194233010976,-2.050389167287262,0.5940482372750719,0.5715868013175456,-0.10074434194293702,0.6079937718259294,-0.13160194988800633,-0.6663849739902901,-0.8992165771660185,0.999999637023419
1,1.2655521532985594,0.9390861393069994,1.1672359041796685,-0.6852974686957569,-0.2491829739848388,0.4025763343593384,1.4087639832981733,-0.23389547573514483,0.6828248478144043,0.9999994481239334
1,-2.143577849985471,-1.6086433223969159,-2.173106794630195,0.6925026035473882,1.7044329422163043,2.8283673964384732,1.2223101822724214,-0.8308938877004698,-0.038101948829854695,1.000000534246594
1,-0.07493729486029577,0.27720493703758575,0.2565965652050175,-2.9447697535866375,-0.37374924472418536,0.5520742792727531,2.0863969082268774,0.08844681320675869,-0.01010205478110724,1.0000007833082418
1,-0.13164879829398046,-1.0878725887177496,-1.1432932318318325,1.7977629872516827,1.9330539031645775,-0.7211635498612201,-1.6322480453338684,-0.194404511685662,-1.1449183121606186,1.0000013169699604
0,0.4393154888452705,2.5489558638864356,2.6827355640294064,-2.7085270998363833,-2.42453683014084,1.4454294238351726,1.2073397780359114,-0.27458273251972914,-1.6317148197097,1.000002990020529
1,-0.1330070022831511,-0.7097754185741882,1.6402447851081057,-3.674082670205194,0.8537896364137172,-0.23453568750151343,5.542538030188248,-0.962917744330699,,0.9999979408823693
0,-0.07318711620485785,1.1906556317380517,-0.9370109754092331,0.6104805839867564,-1.038315872145284,-1.9217304102656816,1.0792542424977627,0.897731237132127,,1.0000013689062177
1,4.14571957092654,2.1054252461809604,2.232549701763917,0.3689544251035317,-2.426611932627772,0.7540712574885674,0.8634321555590951,-0.5535838772547519,0.898990288419219,0.9999993164795089
0,-0.34015758786040706,-3.3947474234191946,1.5090421848630182,-0.20944610957291632,-0.19625739531783482,1.1345284946401195,3.359583060235276,-0.16342955841179532,0.4289849520688781,0.9999999779433497
1,-0.5784267092163795,-0.27431889208557036,3.008555324938744,-0.5288302275052792,-0.12242872362723178,-1.9100340510502343,2.2388566486753634,-1.6429392021915958,-0.5825430307750159,0.9999994542979008
1,-0.8645140208521076,0.890830457134622,-0.5862408230050227,-0.33699365972322415,4.309032632247527,0.35205447952881763,-0.8945483402732843,0.9038633410210607,1.6121832325888885,1.0000006165352493
1,-0.26456906409478265,-0.23723636844384965,2.620994881931768,0.7107322451358793,-0.4556791703606722,0.242277498008032,0.6040302263842456,0.3025073880169343,-0.23776742416449717,1.0000006151461338
1,-3.6188282940686785,-1.813488629864927,-0.09449730872168183,3.6755123995581336,1.1583054488235929,3.701088921961242,2.3393050240692776,-1.1907941929181511,,0.9999990472588441
0,3.205925368027847,-4.748619034512203,-0.6380559553206773,1.0501225965221643,-0.260266119907276,-1.676441066946925,3.680949254378968,-1.0054640963333383,0.8162882328246638,1.0000008864519054
1,-1.2294418025475509,-2.6770094587813635,-1.0532458618094154,1.2217062369320342,2.0261808466151656,0.4981876355820687,-0.7351932959379262,-0.5262730619789381,-0.08085296096504495,1.0000004408741614
1,-3.1053237220869603,-2.7682608716285935,-1.0493578915690736,2.6222771201995867,1.7356872025172225,4.477741231781074,1.5070529859063484,0.38503284864455994,0.30661179221445334,0.9999999515593035
0,2.0189280656493542,2.0899989132096586,0.8594481899893281,1.1147002627258908,-2.6780398027455834,-1.7528401323571514,1.3358226420848927,-0.6824577237535069,-1.0775175605179976,1.0000002519008804
1,-1.264159047504159,1.4500640104766425,-1.6295122481465176,1.7079049973579186,3.078106396823394,0.053083283466145104,2.65149830581522,-0.8432167077773726,-0.1727435467503423,1.0000026925135383
1,2.7064820990283973,3.256653035323446,0.05966517585252573,-2.193009740402689,-1.097526696168103,2.220435472273041,2.384768542912222,-0.38925801937950544,,0.9999994012640117
1,0.3835521405844903,1.9700486650427915,3.1116952889640097,1.484710663278126,0.32813368530682774,-0.3834716574735135,1.5766485367605854,-0.33505832223047294,-1.5289279091913066,1.0000026268672164
1,-1.7246990066138106,0.20756643410674747,-0.1795581607249246,-2.3754335519241074,0.7288273140231014,1.2532351182423653,1.5793031364268018,1.170476442220453,-0.9570764423420736,0.9999989626667173
1,2.0844001137942345,0.9834991275086404,0.11776579568727374,-3.442658906771889,-2.0242587060389097,1.3333449470226586,2.4042889702936794,-1.143031834963664,-1.17145456954012,0.9999994156115443
1,-1.010740475108332,-3.0729338564095534,-0.9550571344915328,1.6897028366820244,0.6368484158200087,2.5035032757638667,-0.5966463470579311,1.2336741898348216,2.300619448223743,0.9999987208261549
1,2.26526710357857,2.194606668045574,2.204786454957122,-0.004626673737859077,-1.4548110051859833,2.4506852462958175,1.86157184627342,100.02846715543275,-0.08415506864050472,0.9999989935311736
1,1.192278123197442,-0.17550885453862874,-2.24560165350748,1.4322231273031134,2.29365051039761,-2.059822998169953,-1.0996392351884587,-0.07231909846928622,,1.0000010966023878
0,2.5156317940855315,4.173495517258413,-0.11512664814596363,0.8714988877696948,-4.0019716999044945,-4.24337689853953,-0.587265994234389,-0.5340284850401158,0.06266855242349882,1.0000003138626967
1,-0.9598009053014962,-0.11141081248095763,0.057732590060113664,-0.3188501695669541,-1.4100349050251442,2.5272548350840456,-2.0594618691828828,0.2612261907813138,1.218458509665926,0.9999980945464404
1,2.331435180628892,2.18776828653431,1.9730880150192305,-0.7330516517297664,-1.4385816540688212,-0.892383502671463,1.462693935858192,0.2912597385173601,-1.2519787964676006,0.9999985678927346
0,0.7588042850197103,-0.2932310717618305,0.3961368318748191,1.5068019648056046,0.3407518235100987,-0.9003178081831171,1.2015575924919597,0.797970062361257,1.8185604086916747,0.9999988048210616
1,-2.8905479081325858,0.710500212463691,0.29352145955103937,1.7716791272795198,1.7447849326430325,1.6698047268734582,1.464952998949955,1.4272822911404985,-0.537804373017302,1.0000013059277222
0,-2.7696354991884555,1.343748766000851,-2.0017424295645005,-1.3355790074881932,3.6235828096205127,1.7089559797304155,-0.8238647884828192,1.5187195508554097,-0.2653629073864393,1.0000003130520674
1,-1.4666755610908475,-1.772766627049137,1.9383295431447198,-3.7014507929686107,0.11216070224702701,-2.057929905321463,4.177796252934102,-0.594431931679713,,1.000000262569677
1,-0.21091970299243767,-2.5323293504721067,-2.510518348677704,2.4904376859710924,1.8960994255110422,1.0173975829273114,-0.0019689068557133815,-1.5685838710372808,,1.0000000827252022
1,1.3473222935549125,1.3794443896128032,1.7913483717509788,-0.9836952256865674,-1.6073897248138058,0.015374615998005825,1.4597199453567653,2.1668897745076094,0.9131484703784479,0.9999984479858277
1,-0.3188365314641791,-0.5569528944905588,-0.7235225194068043,1.2421080590562208,1.0383100145111557,-0.682659610126434,0.24619944786599335,-0.5589403043444985,,0.9999990875424167
1,-0.6446952556165813,1.0671771314003369,-3.2906651680148484,2.5573981664764753,4.814750069025685,0.8724021353236264,2.0202699405606235,2.017044346883119,0.36583200613486305,1.0000004231384196
1,-0.43008598932944464,-0.1953079375465585,-2.038836249350215,0.27649478037227315,2.5912619864132345,0.18304664330000853,0.6781650352431392,0.39995926122936,,0.9999995958897344
0,1.2233905161132097,-0.2509578518849196,1.3555825102709456,0.313462302623552,2.0472657000313257,-0.4603451940268062,1.226467504502679,-1.0259369507203389,-0.8702542619735175,1.0000009354891803
0,3.055865216966812,-0.7536803476877628,-0.4069319541679193,2.2985024587953435,1.3290423740765303,-1.7259581657662035,1.2507247618542625,0.40836091091780996,0.21219147991125267,0.9999989862849069
1,-1.993061205328368,-1.8420800924476524,0.2619881357851752,1.8417537026935822,0.9156720296495641,2.4923477007386374,1.8414276544433408,0.15454603641184214,-0.8472401098683716,0.9999978388651258
1,1.5258601708188455,1.195713458127276,2.907331986341091,1.5371462098574185,-2.326082126079733,1.1044878541536347,-0.45725380396140203,-1.3743526607886831,0.24763186542461177,0.999999743817543
1,-1.1730078099702537,-2.9567383468633937,-0.5814529366200767,3.047068714214607,3.2898112065745013,1.7095292498006893,-1.6827334704359789,-2.011440416781522,1.7824455721570893,0.999999181818224
0,-0.33119433797154896,-1.5499469999133093,0.3686224239285478,0.4007655482280812,-1.7417093653850748,0.7419990269443457,2.606727684400762,1.7586429426644594,1.185856970839681,0.9999991484017154
1,4.0885386762102165,2.9104831039875974,2.3908167494268993,-0.6155464511865311,-2.5168284802218324,2.8382316350612746,2.6131274585272455,-0.803333397927931,1.363228217368299,0.9999997239355816
0,-1.6298444131619365,1.4006474778188813,-0.38414810683644673,-3.271573952274472,-0.9303415572058531,-2.3081053817341686,-0.9575324182096736,-1.711224140222923,1.1876288152992713,0.9999981278257575
0,1.1285209433660361,1.5067644767731523,-1.4636080093684298,-0.25843505529454425,-0.4801282704801004,-3.595607786289552,-0.3271637404203458,-0.22356034755719467,,1.0000012275521135
1,-3.0033109621747016,-0.9107451721806886,-0.8843386916582058,0.26068644846470623,0.17394050708825948,2.537132079924005,2.358993813300312,-0.39883493024241246,1.9769935692641798,0.9999993664966773
0,-1.334023868211133,-2.5204217520469525,0.9198584150068108,-0.32478866470112955,1.5256461572179185,1.0473827278469234,1.8029605439021648,-0.42827441538297095,0.5487456263770008,1.0000000510168967
1,0.663876014082014,0.7883915832996867,1.770787359208621,-0.980430072067003,-0.7482419975748533,0.13453125818850808,1.7923591598529822,-0.3989008080528676,-0.33644754854690845,1.0000008979337136
1,-0.5286200373809085,0.7177552271294122,-1.0540242063991014,-1.4610495781017674,-0.7404004668333773,2.5542050007331927,-0.9192240082019858,-1.5391013448468738,-0.6715487261548779,0.9999993297717701
0,1.2505508486463448,-0.14633864979725253,-0.6410707275970959,-0.009439598068400001,-0.5270665352550302,-2.6514275282913813,1.1680904432187955,0.08634026125675252,-1.2345610534303426,0.9999994741449482
1,0.17285802244125392,0.7504263224882886,-2.643158275980493,0.3890817711396535,2.1341246608702433,-0.7241469519090071,1.323516335505626,-0.19564248006287682,-0.6052058563410698,1.0000012269737766
1,-2.389698726961451,0.02651870674757406,-0.8030016491291747,1.9822829876198824,2.5718699295878755,1.6327787382910004,1.8341957668367512,0.5991364465124486,-0.05885046707478743,0.9999996495400356
1,3.56988317149911,5.404471708119497,-1.0271533771977768,-0.07514277731873131,-2.5187577089449844,3.4969842600191337,-1.9151583553622054,0.04017248923307275,1.1525992879903542,0.999999685022139
0,0.5914619512440035,-1.3486339446187983,-0.38082262351942187,-0.6133668418023721,-0.029325544673098003,3.2584024742448934,5.088901285347303,-0.007368533351358969,1.3222181995597915,1.0000008461215428
0,1.308853584051539,3.517612431157327,3.0003366163692053,-2.370207614679951,-1.406777332210267,-0.31077869701829586,-0.8899867007087399,-0.11086188877932546,,1.0000006294312231
1,-0.8941740096177856,-2.4952969688400253,-0.3582078412106282,1.9764210981079466,0.31492747792753617,0.370480095576164,-0.6636153640885096,-1.0536877225059438,-0.36153264286133957,0.9999988637854057
0,1.857860068320786,-1.034236260195056,-3.052224163773456,-1.0243400572388266,-0.163888437704097,-2.221662875648873,1.4046283818889764,99.89639815466485,-0.1716173304560373,0.9999999657560493
1,0.5012972244101117,-1.8669302146709716,-1.390658360506496,0.5789696760191421,0.5892593690061817,0.4604982591926592,-0.5882286210979364,-0.10441340518641208,0.3523321860135689,1.0000003065794454
1,-2.8944591953760535,-1.2682379502326797,3.684696555932725,-0.4193427237379095,0.3770126907680902,2.1069994531233034,3.0653835224516888,0.7517068298938278,0.6966423567314393,1.000000051873802
1,-4.214329149107428,-2.618437051888934,1.268650502645286,3.1129456136699187,1.4545078681045496,2.8612953021066554,-0.2741577933898576,0.27298222238221914,-1.3456749488224962,1.0000000517059313
0,2.062553330982694,0.0457105934552966,-7.050059698563465,-0.16280905102664245,-0.744667305020712,-3.0129418260058363,0.31864798101717595,-1.4849907415520964,-0.27031779070000916,1.0000012739100306
1,-0.30729580177980953,1.2600516100846946,-2.7262026732692815,1.5386442852934739,2.812400377067235,-0.4871143703818208,1.9939278506888476,-1.0226221889890916,1.6562802584048968,1.0000009982747022
1,-2.1101553528711863,-3.5702506321046235,-1.2825360261475436,2.4768839195098495,1.3419686051211284,4.073726047923832,1.5380043805830965,-0.3490345426454558,0.4150887431621131,1.000001453983938
0,2.2764899318162244,-1.7191473135378093,-1.4781199415371375,-0.14906376822635203,0.9545841757885738,-1.2530573326173398,2.0307106483745136,-0.08211103861114856,,0.9999994542311212
1,-2.6272735358255854,-1.5021059004640211,-1.3771675465233053,0.9643914458603606,1.511418292698781,3.009154555729384,1.2859411888886219,1.4620072787743712,1.7981227195405127,0.9999993996873754
1,2.898814064895239,1.828407065156206,2.2030939918196024,0.012630599681073162,-2.6950275835793787,2.612040453884462,0.8925134834836596,2.92837783862385,1.0232281263355105,0.9999996310133411
0,-1.390539697980592,-0.347973704875419,1.9222216773727332,-2.1931972080545243,0.44865998612618774,1.2282358595098706,1.3710787147086587,-0.8928208811792053,-0.3434735969973971,1.0000004939093803
0,0.6043289554363793,3.1576928259204475,0.14503023373341717,-2.789599439130012,-2.3829795460697394,0.8496238472388609,1.4837441530000866,-1.1935929648364723,-0.4181550663462136,0.9999991310125914
1,2.2963928454908578,1.4661919195647615,0.0940677103150438,-0.995712761775274,-2.0521771373520696,3.263039488091404,0.01433370233449005,1.4860476157710458,-0.9218770522512708,0.9999998967219571
1,-0.6863362443960936,0.9218979052679381,3.6557345784274813,-1.052765901349776,-0.41031941227676816,1.4959427041606574,4.063806362658455,0.8291140209510968,-0.14913541235664124,1.0000005978308117
1,-2.6889056032673695,-3.072164328377355,0.26569391623181793,0.7476715719049528,-0.7161456824774339,4.160571835986953,0.9710493490333053,0.4005180552959342,0.7319665747856806,1.000002056993374
1,-0.9345254764342373,-4.793258813989261,2.0466885222613516,-0.03117532786303978,-2.2364317139223653,1.0159157339953844,-2.5476671884985165,-1.1503848453949144,,1.000000182129215
1,0.03594087876466601,0.40118477247466466,1.219774030797095,-0.06544843418533453,-0.7472502913105025,0.41138099935985495,-0.12150243432142682,0.45406168260188623,1.1943035753191553,1.0000012723753167
1,0.8425964192532067,-0.14930839726687384,-0.61192137568547,-0.510321406489938,-0.9658551633223191,-1.737623628178011,-2.350362175879643,-0.023947153843681828,-0.06233319751598634,1.0000000002551588
1,2.7779197099768096,3.2099502670656266,2.443516652829575,-0.9687054080310085,-2.815273461956432,2.599140903519097,2.1878236005064333,1.1510557294021027,1.0851277345319192,0.9999995592852035
1,0.2049397374126578,-1.4949488904709298,-2.538268448886586,3.3060754798150898,2.9965991427372995,-0.3300341184220028,1.3938578675972328,0.6941573782734213,,1.0000007565067623
1,-2.3645549223964384,-1.3856711762927962,1.3123795515161873,1.3044901695044842,-0.49712302334771774,2.3183379187686897,0.9212195812963336,-0.1932938634874146,-0.2174695329113827,0.9999990816797074
0,2.4995038064182107,0.8571145493966001,-1.6138572107776472,1.273410635432128,-0.9520911594519372,-4.417358632725149,0.492869176744139,-1.2848094587696082,-0.9698353596196914,0.9999995361888419
0,0.04278689588149409,0.9934670933355418,-1.3865852773212004,-1.4282202024220643,-0.47548426869601923,-0.7223744739584625,1.4833992854189617,0.8731912564194838,-0.4706095665371535,1.0000005194923574
1,1.2523897239502255,1.1951141658910627,2.4793199738289755,0.716653370478775,-0.6042070199612486,1.3319112539862852,1.5159528935448536,99.92460001648236,-0.7886848161761048,0.9999999786596663
1,-0.7326388203263103,0.3955215653837052,-1.694524624281119,1.0599459160265217,1.8251097523865056,-1.06316714337712,1.1411962849289494,100.2283959540214,,0.9999998193117131
1,-3.2780020871633258,-2.663695045165594,2.8022251728088095,0.868756338645335,-1.8385910980572682,2.6450046283923787,1.6734225828244218,0.4235928648001953,0.2911109629781243,1.000000939300855
1,0.2829928935446806,1.9600887893061159,-2.6646942662402995,0.19421238525748863,3.2817818228902653,-1.1582632833885986,0.37908736462899606,-0.1822363628873737,0.16431058228684522,0.9999992520166338
0,-0.4812542793071457,2.4478791204707044,0.3479042276182194,-0.7540448531848047,-0.38866533498434275,-0.8480403333570985,-0.18995292912471218,0.7145637917927093,-0.4940078002408402,1.0000011312681794
1,1.6944729426349439,0.5262724755467203,0.7455580191722184,-1.3990361868579628,-1.116910770014638,-0.0024857149644506027,0.9209106806541655,0.1833928208202387,-0.8256079732753436,0.9999995341785554
0,1.6260561180171043,0.5661405524706824,-2.2663174636609487,1.9205295774245648,2.383278578179628,-1.6330222037811073,-0.5488852137965128,-0.3797970828776757,-1.0755957673617997,0.9999998771237258
0,0.49597066622663455,-2.7950630764397726,1.961022226257378,3.314142824277361,-0.06960709277839228,0.25651329331021633,2.3416300702796082,-0.0036479969751106304,1.1360660871115313,1.000000157578929
0,1.0505394096096214,-0.3415651036914187,1.7699831176720675,1.3729391220190599,1.1741997683402567,-0.057726038376683775,1.4622975676562882,0.9805804560681592,0.532202260103534,0.9999984615332543
0,0.7773633570462253,2.3645446508414287,2.8509653389823075,-2.1801307411741866,-2.19141004072167,0.3274241628461838,0.6069549396715332,-0.9243226541467605,0.7871424650681156,1.000001771744243
1,-1.5522959048716736,-0.13887488861370556,-0.1875169375024195,0.4542638266932868,-0.9120569298601664,1.5826840276603618,5.226009713896097,-1.0194082656347028,-1.4540214660006325,0.9999993648863027
1,-1.4837795592029004,-2.530683646558806,-0.2749782088862537,2.6713087983777273,-0.01808731084230475,3.2468154027809755,2.4694070885595147,1.4618422738965093,,1.0000012053797254
1,-1.933454467961254,-1.5780750141332254,0.35520089441899994,-3.323747487167715,0.6695117380712878,-0.9415982581718851,2.5541050828042287,-0.4287793811526284,0.9835570927344971,0.9999989364222206
0,-1.1645864253171214,-1.2788941451707205,4.086379424669013,2.089136467706582,0.8305508596916353,1.050795310704594,1.5798870712717203,100.0160994271651,-0.20195875667414778,0.9999996133149122
1,3.2636585926119395,2.984878933371416,-0.6673763301028908,-0.9139909707561426,-1.5448516309071223,0.28542131130542303,-0.6428144085150258,1.783905654478818,-1.1976859647363012,0.9999996538543774
1,3.846261838850043,2.62222734736598,0.4497207563892496,-2.3920813693083316,-1.909357928562008,1.0097809088418792,2.715107230660773,1.7830861620396468,-0.5232623478137917,1.000000212859659
0,1.819930713022552,1.3931940048185072,2.3376271534622868,2.1106865284708665,-0.7097092801406941,-1.2430593999202844,0.9118293024864116,-0.8867178575381841,-0.2621542818931759,1.0000008504749756
1,-1.1348595989406483,-2.9481196365487787,-0.22805277931953838,1.9749391863359604,-0.3501578923036761,1.7193034337375632,1.1157019181639463,-0.0679270316905965,0.601092067446917,1.0000005244882073
1,5.061993514985107,2.18933972744213,2.2851916842679,1.6600444333496602,-1.8265929808076848,-0.22388018112589547,0.13972268725134263,0.858146505278453,,0.9999999684886816
1,-1.2639857993138186,-2.9965407920181804,-0.5088785040260637,1.6045342842183326,-0.251312871959251,0.9044655266265533,-1.0384034030839056,-0.0801509108356009,,1.0000003370531088
0,1.2945361764632854,4.722975915265215,1.639884882951785,-0.5822369790791256,-1.9562036500494886,2.068105045365654,1.3873473488464239,-0.35752071366700827,-1.113734337514552,0.9999991670213345
0,0.7033743315071996,2.8753325699626764,-0.1190631043623378,-2.353290172747861,-3.266364101520955,-0.45689563285340284,1.3392112538361238,1.6408841742565985,-0.8494352798936284,1.0000009538999954
